Анеуплоидията:;а. най-често се отразява върху количественото измерение на признака при растенията;б. е генна мутация;в. нарушава генния баланс;г. представлява увеличаване на хромозомите с един или повече хаплоидни набори;в;Тема 50
Причини за възникване на полиплоидия са всички без:;а. неразделяне на хромозомите по време на анафаза I;б. неразделяне на хроматидите по време на анафаза II;в. неразделяне на сестринските хроматиди на отделни хромозоми по време на анафаза II;г. сливане на гамета с диплоиден хромозомен набор (2n) с нормална гамета (n);в;Тема 50
Безсмислените мутации се дължат на:;а. превръщане на кодон за една аминокиселина в стоп кодон поради замяна на един нуклеотид с друг в молекулата на ДНК;б. превръщане на кодон за една аминокиселина в кодон за същата аминокиселина поради замяна на един нуклеотид с друг в молекулата на ДНК;в. превръщане на кодон за една аминокиселина в кодон за друга аминокиселина поради замяна на един нуклеотид с друг в молекулата на ДНК;г. променени кодони в иРНК след вмъкване или отпадане на нуклеотиди в ДНК, в резултат на което се синтезира нефункциониращ протеин;а;Тема 50
Наследствените болести при човека не се причиняват от промени в:;а. генома;б. гените;в. фенотипа;г. Хромозомите;в;Тема 51
Синдром се нарича:;а. цялостната съвкупност от гени;б. съвкупност от симптоми, характерни за дадена болест;в. съвкупност от симптоми, характерни за даден орган;г. съвкупност от мутации в дадена тъкан;б;Тема 51
Наследствените болести при човека се разделят на две големи групи:;а. вътрешни и външни;б. мутационни и модификационни;в. прости и сложни;г. хромозомни и молекулни;г;Тема 51
Молекулните болести възникват в резултат на:;а. геномни мутации;б. генни мутации;в. хромозомни мутации;г. модификационни мутации;б;Тема 51
Пример за ензимопатия е:;а. анемията на Кули;б. хемоглобинопатията;в. албинизмът;г. синдромът на Търнър;в;Тема 51
Пример за хемоглобинопатия е:;а. далтонизмът;б. хемофилията;в. албинизмът;г. сърповидно-клетъчната анемия;г;Тема 51
Таласемиите са пример за:;а. хемоглобинопатия;б. ензимопатия;в. болести, дължащи се на генетични дефекти на клетъчните рецептори;г. фармако-генетични дефекти;а;Тема 51
Разпространението на таласемиите се свързва със:;а. Централна Африка;б. Средиземноморието;в. Южна Америка;г. Далечния изток;б;Тема 51
Таласемиите са резултат от мутации в:;а. доминантни гени;б. регулаторни гени;в. рецесивни гени;г. модификаторни гени;б;Тема 51
Синдромът на котешкото мяукане се дължи на:;а. монозомия на 5 хромозома;б. тризомия на 15 хромозома;в. делеция в 5 хромозома;г. делеция в 15 хромозома;в;Тема 51
Синдромът на Прайдар-Уили се дължи на:;а. делеция на 5 хромозома;б. делеция на 15 хромозома;в. тетразомия на 5 хромозома;г. монозомия 15 хромозома;б;Тема 51
Синдромът на Даун е тризомия на:;а. 21 хромозома;б. 18 хромозома;в. 15 хромозома;г. 13 хромозома;а;Тема 51
Синдромът на Патау е тризомия на:;а. 21 хромозома;б. 17 хромозома;в. 13 хромозома;г. 18 хромозома;в;Тема 51
Синдромът на Едуардс е тризомия на:;а. 13 хромозома;б. 18 хромозома;в. 21 хромозома;г. 15 хромозома;б;Тема 51
Най-често срещаното хромозомно заболяване при новородените е синдром на:;а. Клайнфелтър;б. Търнър;в. Патау;г. Даун;г;Тема 51
Кариотипът на хората със синдром на Клайнфелтър е:;а. 45 ХО;б. 47 ХХУ;в. 47 ХХХ;г. 47 ХУУ;б;Тема 51
Кариотипът на хората със синдром на Търнър е:;а. 45 ХО;б. 47 ХХУ;в. 47 ХУУ;г. 47 ХХХХ;а;Тема 51
Кариотипът на хората със синдрома на „свръхжени“ е:;а. 47 ХХУ;б. 45 ХО;в. 47 ХХХ;г. 47 ХУУ;в;Тема 51
Момичетата със синдром на Търнър:;а. са със следния кариотип 47 ХХХ;б. имат недоразвити яйчници;в. имаг аномалии в гласовия апарат;г. притежават делеция в късото рамо на 5-та хромозома;б;Тема 51
Кое заболяване се унаследява автозомно-доминантно?;а. синдром на Марфан;б. синдром на котешкото мяукане;в. рахит, резистентен към витамин D;г. Албинизъм;а;Тема 51
Кое заболяване се унаследява автозомно-рецесивно?;а. далтонизъм;б. синдром на котешкото мяукане;в. рахит, резистентен към витамин D;г. Фенилкетонурия;г;Тема 51
Кое заболяване се дължи на генетичен дефект на клетъчните рецептори?;а. муковисцидоза;б. албинизъм;в. галактоземия;г. Фенилкетонурия;а;Тема 51
Кое заболяване се отнася към групата на ензимопатиите?;а. муковисцидоза;б. сърповидно-клетъчна анемия;в. таласемия;г. Фенилкетонурия;г;Тема 51
Популацията е група от индивиди:;а. на даден вид;б. на различни видове;в. на един род;г. на едно семейство;а;Тема 52
В природата съществуват три основни вида популации:;а. географска, екологична и елементарна;б. географска, екологична и етологична;в. географска, елементарна и етологична;г. етологична, елементарна и екологична;а;Тема 52
За случайното разпределение на индивидите в популацията е вярно, че:;а. се среща при еднородни условия на средата във всички части на територията;б. между индивидите има враждебни взаимоотношения;в. възниква в резултат на разлика в условията на средата (светлина, температура, влажност и др.);г. се наблюдава при силна конкуренция между индивидите в популацията и враждебни отношения.;а;Тема 52
Елементарните популации:;а. се характеризират с липса на контакт между индивидите в популациите;б. са по-висок ранг спрямо екологичните популации;в. се формират в границите на екологичните популация на вида;г. са характерни само за растенията;в;Тема 52
За популацията не е характерно, че индивидите които я изграждат:;а. населяват част от ареала на вида;б. са от различни видове;в. имат общи морфологични, физиологични и поведенчески особености;г. се кръстосват помежду си;б;Тема 52
Ендемитни видове за България са:;а. рилска иглика и родопски крем;б. кукуряк и витошко лале;в. родопски крем и минзухар;г. минзухар и рилска иглика;а;Тема 52
За популациите на растенията не е характерна:;а. демографска структура;б. пространствена структура;в. генетична структура;г. етологична структура;г;Тема 52
За демографската структура на популациите при разделнополовите животните е вярно, че:;а. се определя от нейния възрастов и полов състав;б. се определя само от нейния полов състав;в. се определя само от нейния възрастов състав;г. се характеризира с образуване на различни по състав и продължителност на съществуване групи;а;Тема 52
Популацията е нарастваща, когато броят на:;а. младите индивиди е по-малък;б. младите индивиди е по-голям;в. младите индивиди и на възрастните е приблизително равен;г. младите, на полово зрелите и възрастните индивиди е равен;б;Тема 52
Когато броят на отделните възрастови групи в популацията е почти равен, популацията е:;а. нарастваща;б. регресивна;в. стабилна;г. локална;в;Тема 52
За географските популации е характерно, че:;а. е за видове с малки ареали;б. е най-голямата териториална групировка на вида;в. е за колониите;г. е за струпванията;б;Тема 52
Кое твърдение не се отнася за несемейните групи?;а. те включват индивиди, между които има различни форми на общуване ;б. обикновено групата използва индивидуалния опит на водача;в. между индивидите в групата никога не се наблюдава йерархия;г. имат много важно значение за оцеляването на популацията;в;Тема 52
В популациите на животните в зависимост от съотношението на мъжките и женските индивиди в групата на полово зрелите се различават:;а. моногамни и автотрофни видове;б. моногамни и хермафродитни видове;в. полигамни и хетеротрофни видове;г. моногамни и полигамни видове;г;Тема 52
Кои от изброените животни са моногамни?;а. чакали;б. благороден елен;в. лебеди;г. шимпанзета;в;Тема 52
Полиандрия е:;а. формиране на брачни връзки между един женски индивид и много мъжки;б. формиране на брачни връзки между един мъжки индивид и много женски;в. съотношение между мъжки и женски индивиди 1:1;г. форма на полова структура, при която мъжките и женските индивиди имат безразборни брачни връзки;а;Тема 52
Прииждането на индивиди от други популации на вида, в дадена негова популация, се нарича:;а. миграция;б. имиграция;в. емиграция;г. численост;б;Тема 52
Раждаемостта в популацията не е свързана с:;а. демографската структура;б. хранителни ресурси;в. плодовитостта на женските индивиди;г. особеностите на релефа;г;Тема 52
Емиграцията се предизвиква от:;а. понижена плътност на популацията;б. излишък на храна;в. излишък на укрития;г. влошаване на екологичните условия;г;Тема 52
Важни свойства на животинските популации не са:;а. смъртността;б. етажността;в. раждаемостта;г. миграционните процеси;б;Тема 52
Стадата при копитните бозайници и глутниците при вълците се отнасят към:;а. колониите;б. струпванията;в. семейните групи;г. несемейните групи;г;Тема 52
В зависимост от размера и броя на изграждащите ги популации, биоценозите биват:;а. индивидуални и синузиални;б. големи и малки;в. отворени и затворени;г. естествени и изкуствени;в;Тема 53
За популационната консорция е вярно, че:;а. е изградена само от консорти;б. е елемент от вертикалната структура;в. е изградена само от ядра, принадлежащи на различни видове;г. е съвкупност от индивидуални консорции, чийто ядра са от една и съща популация;г;Тема 53
Съвкупност от популации на различни видове растения, животни и микроорганизми изграждат:;а. синузия;б. биоценоза;в. консорция;г. биотоп;б;Тема 53
В състава на фитоценозата влизат:;а. микроорганизми;б. едноклетъчни животни;в. растения;г. гъби;в;Тема 53
Отворени са биоценозите в:;а. тропическите гори;б. тундрата;в. екваториалната зона;г. умерената зона;б;Тема 53
Екологичният доминант най-често е часг от:;а. микробоценозата;б. фитоценозата;в. агроценозата;г. микоценозата;б;Тема 53
Етажността е характеристика на:;а. хоризонталната морфологична структура;б. вертикалната морфологична структура;в. функционалната морфологична структура;г. генетичната структура;б;Тема 53
Етажността е резултат от приспособяване на фитоценозата към:;а. влажността;б. вятъра;в. светлината;г. атмосферното налягане;в;Тема 53
Основната и най-малката единица на хоризонталната структура на биоценозата се нарича:;а. синузия;б. консорция;в. редуцент;г. хранително звено;б;Тема 53
Пространствено и екологично обособена част от фитоценозата, съставена от растения с близки жизнени форми, се нарича:;а. синузия;б. популация;в. биоценоза;г. биотоп;а;Тема 53
За дегритния тип хранителна верига основна роля играят:;а. продуцентите;б. консортите;в. редуцентите;г. автотрофите;в;Тема 53
Наличието на трайни стабилни взаимоотношения между популации на два или повече вида се нарича: ;а. хищничество;б. симбиоза;в. синузия;г. неутрализъм;б;Тема 53
Взаимоотношенията между свинската тения и човекът са пример за: ;а. коменсализъм;б. метабиоза;в. паразитизъм;г. аменсализъм;в;Тема 53
Ядрото и консортите са елементи на: ;а. индивидуалната консорция;б. синузиалната консорция;в. популационната консорция;г. функционалната структура;а;Тема 53
Взаимоотношение с отрицателни последици за всички организми, участващи в него, се нарича:;а. мутуализъм;б. конкуренция;в. коменсализъм;г. аменсализъм;б;Тема 53
Пример за облигатен мутуализъм е взаимоотношението между:;а. лъв и хиена;б. хищни птици и мишевидни гризачи;в. гризачи и членестоноги, които обитават едни и същи дупки;г. гъба и водорасло;г;Тема 53
Аменсализмът се наблюдава по-често в:;а. зооценозата;б. фитоценозата;в. микробоценозата;г. консортите;б;Тема 53
"За хищничеството е характерно, че;";а. индивидите от единия вид улавят, убиват и изяждат индивиди от другия вид;б. хищниците притежават приспособления за откриване и задържане на гостоприемника;в. няма отношение към числеността на популациите на хищниците и жертвите;г. е вид мутуализъм;а;Тема 53
Взаимоотношение, при което за единия вид то носи отрицателен характер, а за другия вид е безразлично, се нарича:;а. коменсализъм;б. паразитизъм;в. мутуализъм;г. аменсализъм;г;Тема 53
Функционалната структура на биоценозата осигурява:;а. развитието само на здрави индивиди;б. пренос на хранителни вещества и енергия;в. екологичната пластичност на вида;г. приспособяването на фитоценозата към фактора светлина;б;Тема 53
За доминантния вид не е вярно че:;а. е този, който преобладава по численост;б. оказва най-съществено влияние върху средата;в. определя външния облик на биоценозата;г. винаги е част от зооценозата;г;Тема 53
За автотрофния блок е характерно:;а. използването, преразпределението и минерализацията на органичните вещества;б. разграждане на мъртвата органична материя;в. свойството да фиксират слънчевата енергия и да използват прости неорганични вещества за синтез на органични;г. че са главно животински видове;в;Тема 54
Единството между биотоп и биоценоза, функционално свързани чрез потока на енергия, се нарича:;а. екосистема;б. литосфера;в. биосфера;г. хранителна верига;а;Тема 54
Най-общо екосистемите се разделят на два основни типа:;а. горски и градски;б. хоризонтални и вертикални;в. водни и сухоземни;г. сладководни и соленоводни;в;Тема 54
Пирамида на биомасата отразява:;а. общата маса на организмите, участващи в отделните хранителни звена;б. числеността на организмите, участващи в различните хранителни вериги;в. вторичната продуктивност;г. количеството енергия, която преминава през отделните хранителни звена;а;Тема 54
Вторичната продуктивност е скоростта на натрупване на енергия и органични вещества в организмите:;а. продуценти;б. редуценти;в. консументи;г. нито едно от изброените;в;Тема 54
Макроконсументите са:;а. автотрофни организми, които са способни да фотосинтезират;б. хетеротрофни организми, които се хранят с готова органична материя;в. хетеротрофни организми, които разграждат мъртва органична материя;г. нито едно от изброените;б;Тема 54
Кръговратът на азота е свързан с:;а. горенето на въглища;б. процеса транспирация;в. процеса фотосинтеза;г. дейността на денитрифициращите микроорганизми;г;Тема 54
Кое от твърденията за кръговрата на азота е грешно:;а. въздухът е най-големият резервен фонд на азота;б. 0,03% от газовия състав на въздуха е азот;в. внасянето на азотни съединения в почвата води до значително повишаване на плодородието;г. за кръговрата на азота от значение са два типа бактерии: азотфиксатори и денитрификатори;б;Тема 54
Микроорганизмите денитрификатори:;а. разграждат останките от мъртвите организми и връщат азота в атмосферата;б. включват атмосферния азот в белтъчните си молекули;в. усвояват фосфати от почвата;г. усвояват сулфати от почвата;а;Тема 54
При преминаването от едно хранително равнище на друго енергията:;а. непрекъснато намалява;б. непрекъснато се увеличава;в. остава постоянно количество;г. не се променя;а;Тема 54
За климаксната екосистема е вярно, че:;а. конкуренцията е силно изразена;б. се изразходва цялото количество енергия, което продуцентите са натрупали;в. не е в състояние на равновесие.;г. всички екологични ниши са свободни;б;Тема 54
Една и съща култура, отглеждана на една и съща площ продължително време, се нарича:;а. хумус;б. хетерокултура;в. монокултура;г. торф;в;Тема 54
Растенията изпаряват вода в атмосферата при процеса:;а. фотосинтеза;б. адаптация;в. асимилация;г. транспирация;г;Тема 54
Последователната смяна на една популация с друга в рамките на биоценозата се нарича:;а. екологично равновесие;б. екологична пирамида;в. екологичен доминант;г. екологична сукцесия;г;Тема 54
За първичната сукцесия не е вярно, че:;а. представлява равновесно състояние на екосистемата;б. в развитие, което започва върху територия лишена от живот;в. първите заселници са микроорганизми;г. е продължителен и бавен процес;а;Тема 54
Вторична сукцесия се развива, когато:;а. екосистемата е била напълно унищожена, например от вулканична дейност;б. се е образувал нов вулканичен остров;в. в биоценозата на екосистемата естественият ход на развитие е спрян поради загиване на част от растенията и животните;г. екосистемата е в климакс;в;Тема 54
Екологичното равновесие в екосистемата се нарича:;а. сукцесия;б. климакс;в. адаптация;г. продуктивност;б;Тема 54
Екологичната сукцесия е:;а. равновесното състояние на екосистемата;б. процес, който води до екологична катастрофа;в. последователна смяна на едни популации с други в биоценозата;г. най-често резултат от антропогенната дейност на човека;в;Тема 54
Единството между биоценоза и биотоп, в което се осъществява непрекъснат кръговрат на веществата и поток на енергия, се нарича:;а. хранителна мрежа;б. естествена биоценоза;в. екосистема;г. резерват;в;Тема 54
Кое от посочените твърдения е грешно:;а. екологичната сукцесия представлява последователна смяна на едни популации с други в биоценозата;б. екологичната сукцесия може да бъде първична и вторична;в. първичната сукцесия е много бърз процес;г. връх в развитието на екологичната сукцесия е екологичният климакс;в;Тема 54
Микроеволюционният процес протича в:;а. популацията като цяло;б. отделния вид;в. отделния индивид;г. семейството;а;Тема 55
За естествения отбор е вярно, че:;а. е биологичен процес, при който определени наследствени черти стават по-често срещани в рамките на поколенията на една популация;б. е елементарно еволюционно събитие;в. действа само на хаплоидните организми;г. действа само на диплоидните организми;а;Тема 55
Мутациите:;а. променят генетичния състав на популацията;б. се проявяват фенотипно в момента на възникването им;в. са винаги доминантни;г. нямат наследствен характер;а;Тема 55
За микроеволюцията не е вярно, че:;а. се осъществява на популационно ниво;б. за протичането ѝ е необходимо действието на елементарните еволюционни фактори;в. е процес на образуване на надвидовите систематични единици;г. води до образуване на нови видове;в;Тема 55
Образуването на нови видове се осъществява чрез:;а. микроеволюция;б. макроеволюция;в. модификация;г. сукцесия;а;Тема 55
Вътревидовите еволюционни изменения, които водят до диференциация на вида и завършват с видообразуване, се означават като:;а. модификация;б. сукцесия;в. микроеволюция;г. макроеволюция;в;Тема 55
Най-малката единица, която участва в еволюционния процес, е:;а. род;б. вид;в. клас;г. популация;г;Тема 55
Елементарните еволюционни фактори:;а. са движещи сили на еволюцията;б. водят до точно определени трайни във времето изменения на видовете;в. са естествен и изкуствен отбор;г. са биологичен прогрес и биологичен регрес;б;Тема 55
Мутациите:;а. засилват миграциите;б. променят генетичния състав на популациите;в. са причина за пространствена изолация между популациите на вида;г. осигуряват запазване на вече възникнал признак;б;Тема 55
Повечето от мутациите са рецесивни и се проявяват фенотипно дълго след възникването им поради:;а. хетерозиготността на индивидите в популацията;б. хомозиготността на индивидите в популанията;в. близкородственото кръстосване между индивидите;г. хемизиготността на индивидите;а;Тема 55
В популациите може да се извърши микроеволюция, защото:;а. всички популации са многочислени;б. в природата има голям брой популации;в. популациите имат висока хетерогенност;г. популациите са в непрекъсната връзка помежду си;в;Тема 55
Популационните вълни са случайни и резки колебания във:;а. числеността на дадена популация;б. възрастовия състав на популацията;в. половия състав на популацията;г. подвижността на популациите;а;Тема 55
Случайното и силно колебание на честотата на едни гени (генотипове) спрямо други в дадена популация се нарича:;а. генотип;б. генен дрейф;в. генен локус;г. генофонд;б;Тема 55
Естественият отбор:;а. е главна движеща и направляваща еволюцията сила;б. действа само на определен етап от индивидуалното развитие на организмите;в. е действал само при възникването на живота на Земята;г. е спомагателен еволюционен фактор;а;Тема 55
Микроеволюционният процес не се влияе от:;а. миграциите;б. мутационната изменчивост;в. модификационната изменчивост;г. изолацията;в;Тема 55
Кое твърдение е грешно за изолацията?;а. е географска и биологична;б. ограничава свободното кръстосване на индивидите;в. запазва генофонда на популацията;г. не е фактор за видообразуване;г;Тема 55
Мутациите:;а. осигуряват обмен на гени между популациите на един вид;б. създават ненаследствена изменчивост;в. създават нови алели на съществуващи гени в популацията;г. запазват възникнали по-рано признаци в популацията;в;Тема 55
Миграциите:;а. са основен път на биологичния прогрес;б. способстват за обмен на гени между популациите на вида;в. завършват винаги с видообразуване;г. са основна насока на еволюцията;б;Тема 55
Кое понятие е връзка между микроеволюция и макроеволюция?;а. надвидова систематична група;б. елементарен еволюционен фактор;в. естествен отбор;г. видообразуване;г;Тема 55
Кой от посочените еволюционни фактори не е със случаен характер?;а. изолация;б. мутация;в. популационна вълна;г. миграция;а;Тема 55
Естественият непрекъснат процес, който води до образуване на таксони от по-висок ранг, се нарича:;а. селекция;б. микроеволюция;в. макроеволюция;г. хибридизация;в;Тема 56
Предпоставки за макроеволюцията не са:;а. промени в средата на живот;б. поява на вътрешно оплождане при животните;в. поява на външно оплождане при животните;г. размножаване със семена при растенията;в;Тема 56
Макроеволюцията е процес на:;а. образуване на надвидови систематични единици;б. изменение в популацията;в. процес на видообразуване;г. изменение в биоценозата;а;Тема 56
Макроеволюцията не:;а. води до образуване на нови видове;б. се осъществява в големи периоди от време;в. включва микроеволюционните процеси;г. се осъществява чрез натрупване на микроеволюционни процеси;а;Тема 56
Видът не е:;а. резултат от макроеволюция, която преминава в микроеволюция;б. резултат от микроеволюция, която прераства в макроеволюция;в. систематична категория;г. еволюционна единица;а;Тема 56
Близкородствени родове формират:;а. класове;б. семейства;в. типове;г. царства;б;Тема 56
Видове с близкородствен произход се обединяват в:;а. род;б. семейство;в. разред;г. клас;а;Тема 56
Получаването на нови отдели се осъществява чрез:;а. микроеволюция;б. видообразуване;в. макроеволюция;г. хибридизация;в;Тема 56
Коя от формите на еволюция не се отнася за макроеволюцията:;а. конвергентна;б. паралелна;в. дивергентна;г. вътревидова;г;Тема 56
Кое твърдение е грешно за макроеволюцията:;а. е съвкупност от еволюционни процеси, който протичат на надвидово ниво;б. се основава на Дарвиновата еволюционна теория;в. се осъществява приоритетно чрез конвергенция;г. води до уникални еволюционни събития;в;Тема 56
Създател на първата теория за еволюцията е:;а. К. Линей;б. Жан Батист Ламарк;в. Ч. Дарвин;г. Робърт Хук;б;Тема 56
Раздалечаването на белезите на видове с общ прародител е резултат на:;а. дивергентна еволюция;б. паралелна еволюция;в. филетична еволюция;г. конвергентна еволюция;а;Тема 56
Еволюция, при която независимо един от друг възникват сходни белези при видове без близко родство, се нарича:;а. дивергентна еволюция;б. паралелна еволюция;в. филетична еволюция;г. конвергентна еволюция;г;Тема 56
Еволюция, при която независимо се развиват еднакви белези при видове, които имат близко родство, се нарича:;а. дивергентна еволюция;б. паралелна еволюция;в. филетична еволюция;г. конвергентна еволюция;б;Тема 56
Сходните изменения, възникнали при кактусите и кактусоподобните млечки във връзка със средата на живот, са резултат на:;а. дивергентна еволюция;б. паралелна еволюция;в. филетична еволюция;г. конвергентна еволюция;г;Тема 56
Образуването на хомологни органи е резултат от:;а. конвергентна еволюция;б. дивергентна еволюция;в. паралелна еволюция;г. филетична еволюция;б;Тема 56
Огромното биоразнообразие е резултат от:;а. сукцесия;б. конвергенция;в. дивергенция;г. паралелизъм;в;Тема 56
Нови видове се образуват във:;а. популациите;б. биоценозите;в. фитоценозите;г. зооценозите;а;Тема 56
За конвергентната еволюция е вярно, че:;а. води до образуване на сходни белези при видове с близко родство;б. води до образуване на сходни белези при видове без близко родство;в. води до раздалечаване на белезите при видове с общ прародител;г. води до раздалечаване на белезите при видове без близко родство;б;Тема 56
За макроеволюцията е вярно, че:;а. природната структура, в която се извършва, е популацията;б. природната структура, в която се извършва, е видът;в. предхожда микроеволюционния процес;г. протича мигновено;б;Тема 56
Биологичният прогрес не води до:;а. увеличаване на броя на индивидите в дадена група;б. разширяване на ареала;в. увеличаване броя на подчинените подгрупи и продължаващата им еволюция;г. рязко намаляване на резерва от генотипна изменчивост;г;Тема 57
За ароморфозите е вярно, че са еволюционни изменения, които:;а. водят до усложняване в устройството и функциите на жизнено важни процеси в организмите;б. приспособяват организмите към средата, но не водят до усложняване на съществуващи изменения;в. са свързани с преминаване на организмите към специфични условия на живот;г. приспособяват видовете през ембрионалния период на индивидуалното им развитие;а;Тема 57
Биологичният прогрес не се осъществява чрез:;а. модификации;б. ароморфози;в. идиоадаптации;г. ценогенези;а;Тема 57
Съществени промени в устройството и функциите на организмите, които водят до усъвършенстване със значими еволюционни последствия, се наричат:;а. ароморфози;б. модификации;в. ценогенези;г. идиоадаптации;а;Тема 57
Катаморфоза е:;а. появата на фотосинтезата;б. загубата на корен и листа при паразитните растения (кукувича прежда, бял имел);в. преминаването от анаеробен към аеробен тип обмяна на веществата;г. високата степен на специализация, която намалява еволюционните възможности на вида;б;Тема 57
