Гръдният кош е изграден от:;а. 10 чифта ребра, гръдна кост;б. 12 чифта ребра, гръдна кост, гръдна част на гръбначния стълб;в. 12 чифта ребра, гръдна кост;г. 10 чифта ребра, гръдна кост, гръдна част на гръбначния стълб;б
Горният крайник се състои от:;а. мишница, предмишница, ръка;б. раменен пояс, мишница, предмишница, ръка;в. мишница, предмишница, ръка;г. раменен пояс, мишница, ръка;б
Костите на китката са:;а. в две редици по 4 всяка;б. в две редици по 5 всяка;в. в две редици по 8 всяка;г. 5 в една редица;а
Раменният пояс се състои от 2 чифтни кости:;а. раменна и лопатка;б. 2 чифтни кости - лопатка и ключица;в. 2 чифтни кости - раменна и ключица;г. 2 чифтни кости - гръдна и раменна;б
Фаланги се наричат костите на:;а. китката;б. пръстите;в. пръстите и китката;г. на нито едно от изброените;б
Долният крайник си състои от кости на:;а. свободен долен крайник;б. свободен долен крайник и тазов пояс;в. подбедрица и бедро;г. бедро, подбедрица и ходило;б
Свободния долен крайник се състои от:;а. бедро, подбедрица, ходило;б. бедро, голям пищял, малък пищял;в. бедро, голям пищял, ходило;г. бедро, малък пищял, ходило;а
Колянната става е изградена от:;а. долния край на бедрената кост, горния край на малкия пищял и колянното капаче;б. доден край на бедрена кост и горен край на големия пищял и коленното капаче;в. долният край на бедрена кост и долния край на малкия пищял;г. долния край на бедрената кост и горния край на големия пищял;б
Ходилото е изграден от:;а. две групи кости - 7 ходилни и 14 кости на фалангите;б. три групи кости - 7 задноходилни, 5 предноходилни, 14 кости на фалангите;в. четири групи кости - 7 предноходилни, 5 задноходилни, 7 ходилни и 14 пръсти на фалангите;г. четири групи кости - 7 предноходилни, 5 задноходилни, 5 ходилни и 14 пръсти на фалангите;б
Коя е най-подвижната става в човешкото тяло?;а. раменна;б. колянна;в. тазобедрена;г. Лакътна;а
Най-масивни са:;а. поясните прешлени;б. шийните прешлени;в. гръдните прешлени;г. шийните и поясните;а
Опашната кост е образувана от:;а. кръстцовата кост;б. сливането на няколко недоразвити прешлени;в. пети поясен прешлен;г. нито едно от изброените;б
Кръстцовата кост е образувана от:;а. 5 сраснали се прешлена;б. сливането на 6 недоразвити прешлена;в. пети и шести поясен прешлен;г. пети, шести и седми поясен прешлен;а
Дискова херния се получава когато:;а. при тежка физическа работа междупрешленните дискове се увреждат;б. при тежка физическа работа се увреждат прешлените;в. навлизат коремни органи в гръдния кош;г. чревна тъкан преминава през коремната стена близо до ингвиналния канал;а
Кривините на гръбначния стълб са:;а. 3 - шийна, поясна, кръстцова;б. 2 -гръдна, кръстцова;в. 4 - шийна, гръдна, поясна, кръстцова;г. 3 - шийна, поясна, гръдна;в
Гръдната кост е:;а. плоска;б. с пирамидална форма;в. кръгла;г. Квадратна;а
В гръдната кухина са разположени:;а. сърце, бял дроб, кръвоносни съдове, панкреас;б. сърце, хранопровод, бял дроб, трахея, кръвоносни съдове;в. сърце, епиглотис, бял дроб, хранопровод, трахея;г. хранопровод, бял дроб, трахея, черен дроб;б
Тазовият пояс (тазът) се образува от:;а. тазова и кръстцова кост;б. две тазови и две кръстцови кости;в. две тазови и една кръстцова кост;г. една тазова и две кръстцови кости;в
Мускулът се състои от:;а. тяло;б. тяло и сухожилие;в. тяло и краче;г. тяло, сухожилие и краче за залавяне;б
Мимическите мускули:;а. с двата си края се залавят за кожа;б. с единия си край се залавят за кост, а с другия за кожа;в. с двата си края се залавят за кост;г. с единия си край се залавят за кост, а другият е свободен;б
В осъществяването на говора взимат участие:;а. дъвкателните, мимическите и мускулите на шията;б. само дъвкателните мускули;в. само мимическите мускули;г. дъвкателните и мимическите мускули;г
Чрез мускулите на шията се извършват движението на:;а. долната челюст и шията;б. шията;в. шията и главата;г. шията, главата и гърдите;в
Чрез гръбните мускули:;а. тялото се наклонява само назад;б. туловището се наклонява назад, встрани и се завърта;в. туловището се наклонява напред и се завърта;г. туловището само се завърта;б
Гръдни мускули са:;а. голям гръден мускул и междуребрени мускули;б. трапецовиден, голям гръден мускул и междуребрени мускули;в. делтовиден, голям гръден мускул и междуребрени мускули;г. голям гръден мускул, делтовиден, трапецовиден;а
Диафрагмата:;а. разделя на две коремната кухина;б. разделя гръдната от коремната кухина;в. разделя на две гръдната кухина;г. не разделя кухини, а само взема участие в дихателните движения;б
Коремните мускули са:;а. широки и тесни;б. широки и плоски;в. плоски и кръгли;г. широки, тесни и плоски;б
Коремните мускули;а. участват в дихателните движения, заграждат коремната кухина отпред;б. подържат и защитават коремните органи, заграждат коремната кухина отзад;в. участват в дихателните движения, заграждат коремната кухина отзад;г. нито едно от изброените.;а
Коремните мускули:;а. наклоняват тялото напред и надолу;б. изправят тялото назад и нагоре;в. наклоняват тялото напред и встрани;г. наклоняват тялото назад и надолу;а
Гръбните мускули са:;а. трапецовиден и широк гръбен;б. трапецовиден и делтовиден;в. делтовиден и широк гръбен;г. трапецовиден, делтовиден и широк гръбен;а
Триглавият мишничен мускул се разполага:;а. по предната повърхност на мишницата;б. по задната повърхност на мишницата;в. обхваща предната и задната повърхност на мишницата;г. в раменният пояс;б
Мускулите на долния крайник са:;а. голям седалищен мускул, четириглав бедрен мускул, триглав мускул на подбедрица, мускули на ходилото;б. голям седалищен мускул, трапецовиден мускул, четириглав бедрен мускул, триглав мускул на подбедрица, мускули на ходилото;в. голям седалищен мускул, четириглав бедрен мускул, делтовиден мускул, триглав мускул на подбедрица, мускули на ходилото;г. голям седалищен мускул, трапецовиден мускул, делтовиден мускул, четириглав бедрен мускул, триглав мускул на подбедрица, мускули на ходилото;а
Големият седалищен мускул:;а. сгъва бедрото в тазобедрената става;б. изнася бедрото встрани;в. прибира бедрото към тялото;г. разгъва бедрото в тазобедрената става;г
Четириглавият бедрен мускул се намира:;а. в предната част на бедрото;б. задната част на бедрото;в. във вътрешната част на бедрото;г. по външната част на бедрото;а
Четириглавия бедрен мускул:;а. разгъва бедрото в коленната става;б. разгъва бедрото в тазобедрената става;в. основен при ходене, залавя се за петата с ахилесовото сухожилие;г. участва в движението на пръстите и поддържа сводовете на ходилото;а
Големият седалищен мускул:;а. разгъва бедрото в коленната става;б. разгъва бедрото в тазобедрената става;в. основен при ходене, залавя се за петата с ахилесовото сухожилие;г. участва в движението на пръстите и поддържа сводовете на ходилото;б
Триглавия мускул на подбедрицата;а. разгъва бедрото в коленната става;б. разгъва бедрото в тазобедрената става;в. основен при ходене, залавя се за петата с ахилесовото сухожилие;г. участва в движението на пръстите и поддържа сводовете на ходилото;в
Мускулен тонус се нарича състояние при което:;а. дори и да няма движение мускулите не се отпускат напълно;б. мускулите се съкращават;в. мускулните клетки преминават от покой във възбудено състояние;г. променят дължината си и повдигат товар;а
Възбудимостта е свойство на мускулните клетки:;а. да преминава от покой във възбудено състояние без дразнене;б. променят дължината си и повдигат товар;в. да преминават от покой във възбудено състояние в резултат на дразнене;г. нито едно;в
Проводимостта е свойство на мускулните клетки:;а. да провеждат импулса от цитоплазмата в ядрото;б. да провеждат импулса по мембраната си;в. да провеждат импулса от мембраната в ядрото;г. да провеждат импулса от мембраната в ЕПР;б
Съкратимостта е свойство на мускулните клетки:;а. да се удължават при дразнене;б. да се съкращават при дразнене;в. да не променят дължината си;г. да извършват апоптоза;б
Силата на мускула зависи от:;а. броят на мускулните клетки в мускула, тяхната подредба и дебелина;б. само от дебелината на мускулните клетки;в. само от броя на мускулните клетки;г. броя на сухожилията;а
Млечна киселина се натрупва в клетките при:;а. мускулна умора;б. при нормална работа на мускулите;в. ако мускула не се движи достатъчно;г. при нарушение на синаптичната връзка;а
Как се размножават бозайниците?;а. полово;б. чрез пъпкуване;в. амитоза;г. Партеногенеза;а
Специализираните полови клетки се наричат:;а. зиготи;б. яйцеклетки и спермогонии;в. яйцеклетки и сперматозоиди;г. семенници и сперматозоиди;в
Къде са разположени мъжките полови органи?;а. в корема;б. извън тялото;в. в таза и извън тялото;г. в таза;в
Кой от посочените полови органи е вътрешен?;а. скротум;б. полов член;в. простата;г. нито един от посочените;в
Кой от посочените полови органи евъншен?;а. скротум;б. простата;в. семенно мехурче;г. нито едно от посочените;а
Кой от следните органи не се включва във формирането на първичните полови белези у мъжа?;а. скротум;б. семенник;в. простата;г. Пикочопровод;г
Кой от следните органи се включва във формирането на първичните полови белези у мъжа?;а. пикочопровод;б. пикочен мехур;в. простата;г. пикочен канал;в
Мъжките полови жлези се наричат:;а. семенници;б. надсеменници;в. семенни каналчета;г. Скротум;а
Масата на тестисите е:;а. 90-100 г;б. 50-60 г;в. 10-20 г;г. 1-2 кг;в
Кое от следните е вярно?;а. по време на зародишното развитие тестисите се намират извън тялото;б. тестисите се развиват след раждането;в. по време на зародишното развитие тестисите се намират в коремната кухина;г. тестисите са вторични мъжки полови белези;в
Узряването на сперматозоидите започва:;а. след раждането;б. в пубертета;в. в детска възраст;г. в старческа възраст;б
Коя част не е характерна за сперматозоидите?;а. шийка;б. главичка;в. коремче;г. Опашка;в
Клетъчното ядро на сперматозоида се намира в:;а. главичката;б. шийката;в. опашката;г. междинната част;а
Семенникът образува и отделя в кръвта хормона:;а. естроген;б. паратхормон;в. прогестерон;г. Тестостерон;г
В надсеменника сперматозоидите:;а. се делят;б. узряват;в. загубват опашката си;г. загубват ядрото си;б
Семепроводният канал се влива в:;а. пикочния мехур;б. простатната жлеза;в. пикочния канал;г. нито едно от посочените;в
Кой монозахарид, съдържащ се в секрета на семенните мехурчета, осигурява допълнителна енергия на сперматозоидите?;а. глюкоза;б. захароза;в. галактоза;г. Фруктоза;г
Простатната жлеза има форма и големина на:;а. фъстък;б. ябълка;в. кестен;г. Лешник;в
При еднократно отделяне на семенна течност се изхвърлят:;а. 300-600 млн. сперматозоида;б. 300-600 млрд. сперматозоида;в. 30-60 млн. сперматозоида;г. 5-6 млн. Сперматозоида;а
Коя част на мъжката полова система е обща с отделителната система?;а. скротум;б. пикочопровод;в. пикочен канал;г. семенно мехурче;в
Главичката на пениса се образува от:;а. пещеристите тела;б. простатата;в. гъбестото тяло;г. Семенника;в
При полова възбуда се наблюдава кръвонапълване на:;а. гъбестото тяло;б. пещеристите тела и на гъбестото тяло;в. пещеристите тела;г. Уретрата;б
Клетката, образувана в резултат ог сливането на яйцеклетката и сперматозоида се нарича:;а. гамета;б. зигота;в. морула;г. Бластоциста;б
Оплождането на яйцеклетката обичайно се извършва в:;а. влагалището;б. матката;в. яйчниците;г. маточните тръби;г
Средата в матката нормално е:;а. алкална;б. киселинна;в. неутрална;г. различна при различните жени;а
Оплодителната способност на сперматозоидите в матката се запазва:;а. два часа;б. два дни;в. един ден;г. една седмица;б
Колко сперматозоида проникват в яйцеклетката при оплождане?;а. десет;б. от един до десет;в. само един;г. сперматозоидът не прониква в яйцеклетката, а само се допира до нея;в
Първият период от развитието на човешкия организъм се нарича:;а. оплождане;б. плацентарен;в. вътрематочен;г. Зародишен;г
Зародишното развитие започва с:;а. половия акт;б. узряването на яйцеклетката;в. оплождането;г. образуването на плацентата;в
Колко зародишни пластове дават началото на всички тъкани и органи?;а. един;б. пет;в. два;г. Три;г
През кой месец от зародишното развитие се образува плацентата?;а. през първия месец;б. през седмия месец;в. през третия месец;г. непосредствено след оплождането;в
Пъпната връв свързва:;а. плода с маточната стена;б. плода с плацентата;в. матката с плацентата;г. пряко кръвообращението на плода и на майката;б
Кое от следните твърдения не е вярно?;а. през плацентата преминават кислород и хранителни вещества от майката към плода;б6. през плацентата преминават въглероден диоксид и други продукти на обмяната от плода към майката;в. през плацентата могат да преминават големи белтъчни молекули и кръвни клетки от майката към плода;г. през плацентата могат да преминават бактерии и лекарства от майката към плода;в
Зародишът на човека се нарича плод:;а. след оплождането;б. след втория месец;в. след първия месец;г. след първото делене на оплодената яйцеклетка;б
Кога се усещат първите движения на плода?;а. в края на първия месец;б. в края на третия месец;в. в края на четвъртия месец;г. в края на шестия месец;в
В края на седмия месец плодът тежи:;а. между 100 и 150 г;б. между 1000 и 1200 г;в. между 3000 и 3500 г;г. 1000 г за момичета и 1200 г за момчета.;б
На колко главни стадия се разделя следзародишното развитие?;а. пет;б. три;в. четири;г. Седем;б
Кога свършва периодът на новороденото?;а. в края на първия месец;б. в края на първата година;в. в края на първата седмица;г. при прохождането на детето;а
С колко нормално нараства теглото на кърмачето в края на първата година след раждането?;а. два пъти;б. три пъти;в. с 5 килограма;г. пет пъти;б
Кога се появяват първите млечни зъби?;а. през ранното детство;б. през периода на новороденото;в. още вътреутробно;г. през кърмаческия период;г
През кой период в повечето органи и системи настъпват промени, които ги доближават максимално по устройство и функции до тези на възрастните?;а. през кърмаческия период;б. през периода на училищната възраст;в. в ранното детство;г. през периода на предучилищна възраст;б
На каква възраст нормално започва пубертета при момичетата?;а. 8-9 години;б. 10-12 години;в. 13-14 години;г. 17-18 години;б
Кои вътрешни органи търпят най-големи промени по време на пубертета?;а. бъбреци;б. сърце и бял дроб;в. органите на храносмилателната система;г. жлези с вътрешна секреция и полови органи;г
Кой период от развитието започва с пубертета?;а. юношество;б. детство;в. стадий на израсналия индивид;г. кърмачески период;а
На каква възраст започва стадият на старостта?;а. на 60 годни;б. на 65 години;в. на 60 години за жени и на 65 години за мъже;г. след 75 години;г
Посочете невярното твърдение:;а. значителното увеличаване на половите хормони в кръвта през пубертета води до развитие на половите белези;б. значителното увеличаване на половите хормони в кръвта през пубертета води до поява на менструация при момичетата;в. значителното увеличаване на половите хормони в кръвта през пубертета води до поява на яйцеклетки в яйчниците при момичетата;г. значителното увеличаване на половите хормони в кръвта през пубертета води до психични промени;в
Кой стадий от човешкото развитие е най-дълъг?;а. стадия на старостта;б. стадия на израсналия индивид;в. стадия на растеж и развитие;г. вътреутробния стадий;б
През кой период човек обичайно започва да произнася първите думи?;а. през кърмаческия период;б. в ранно детство;в. в периода на новороденото;г. през пубертета;а
Освен хранителни вещества, каква друга важна за детето съставка нормално се съдържа в майчината кърма?;а. кислород;б. лекарства;в. антитела;г. Левкоцити;в
Кой от следните женски полови органи е външен?;а. матка;б. влагалище;в. клитор;г. маточни тръби;в
След полов акт сперматозоидите преминават първо от влагалището в:;а. матката;б. маточната шийка;в. маточните тръби;г. Яйчниците;б
Какви размери имат нормалните яйчници?;а. 3-5 см;б. 1-2 см;в. 3-5 мм;г. 5-10 см;а
Яйчниците са разположени:;а. пред матката;б. зад матката;в. в матката;г. от двете страни на матката;г
Кой женски полов хормон се образува в яйчниците?;а. естрадиол;б. тироксин;в. тестостерон;г. фоликулостимулиращ хормон;а
Кога започват да зреят женските полови клетки?;а. веднага след раждането;б. на 5-годишна възраст;в. през пубертета;г. при започване на полов живот;в
Колко яйцеклетки средно узряват по време на живота на една жена?;а. около 4500;б. около 450;в. всички яйцеклетки в яйчниците;г. около 4,5 милиона;б
Колко яйцеклетки нормално узряват по време на един овулаторен цикъл?;а. от 5 до 10;б. от 1 до 5;в. по една от двата яйчника;г. само една;г
Как се нарича процесът на разпукване на Граафовия фоликул и попадането на яйцеклетката в маточната тръба?;а. менструация;б. инсеминация;в. овулация;г. Секреция;в
В коя структура се произвежда прогестеронът?;а. яйчник;б. граафов фоликул;в. матка;г. жълто тяло;г
Кое от следните твърдения за маточните тръби не е вярно?;а. улесняват движението на яйцеклетката към матката;б. обхващат с единия си край яйчниците;в. покрити са отвътре с многослоен вроговяващ епител;г. обичайно в тях се извършва оплождането;в
Матката е:;а. кух жлезист орган;б. кух мускулест орган;в. солиден мускулен орган;г. кръвотворен орган;б
Менструация се нарича:;а. узряването на яйцеклетката;б. нормално маточно кръвотечение, което се получава ако яйцеклетката не бъде оплодена;в. маточно кървене, което се получава при различни заболявания;г. проникването на сперматозида в яйцеклетката при оплождане;б
Кога настъпва овулацията?;а. 14 дни след началото на менструацията;б. в началото на менструацията;в. 14 преди началото на следващата менструация;г. няма връзка с настъпването на менструацията;в
Нормално средата във влагалището е:;а. с неутрално рН;б. кисела;в. алкална;г. Стерилна;б
Какво количество кръв губи жената нормално по време на една менструация?;а. 5-10 мл;б. около 500 мл;в. 80-100 мл;г. до 1000 мл;в
Влагалището свързва:;а. външните полови органи с матката;б. матката с яйчниците;в. външните полови органи с яйчниците;г. женската полова система с отделителната система;а
Кой от следните органи на женската полова система не участва в раждането?;а. матка;б. маточни тръби;в. маточна шийка;г. Влагалище;б
Кой хормон подготвя матката за приемане на оплодената яйцеклетка?;а. естрадиол;б. тестостерон;в. прогестерон;г. Пролактин;в
Зародишът се развива в:;а. маточната шийка;б. една от маточните тръби;в. в тялото на матката;г. Влагалището;в
Граафовият фоликул се намира в:;а. матката;б. маточните тръби;в. маточната шийка;г. Яйчниците;г
Клиторът се намира:;а. в задната част на малките срамни устни;б. в предната част на малките срамни устни;в. на входа на влагалището;г. на входа на матката;б
Какъв е броят на делчетата в млечната жлеза?;а 2-3;б. 50-100;в. 1000-1500;г. 15-20;г
Кога започват да нарастват млечните жлези?;а. още след раждането;б. в началото на пубертета;в. към края на пубертета;г. в предучилищна възраст;б
Какви тъкани участват в изграждането на млечните жлези?;а. мускулна и съединителна тъкан;б. мускулна и жлезиста епителна тъкан;в. само жлезиста епителна тъкан;г. съединителна и жлезиста епителна тъкан;г
В края на десетия лунен месец плодът тежи?;а. 3000 г;б. 4000г;в. 3200-3500 г;г. 2500-3200 г;в
В края на десетия лунен месец дължината на плода е?;а. 50-52 см;б. 45-50 см;в. 35-40 см;г. над 55 см;а
Кои от следните признаци не са свързани с аднексита?;а. болезненост в областта на таза;б. увеличаване размера на яйчниците;в. срастване на маточните тръби;г. Безплодие;б
Кое от изброените не е вторичен полов белег при мъжете?;а. по-нисък глас;б. по-голяма мускулна маса;в. по-голям обем на белия дроб;г. по-голямо окосмяване на лицето;в
Кой от следните физични фактори може да причини увреждане на сперматозоидите?;а. пряка слънчева светлина;б. повишена влажност;в. ниска температура;г. висока температура;г
Кое от изброените не е вторичен полов белег при жените?;а. по-слаба мускулатура;б. по-нисък глас;в. по-широк таз;г. развитие на млечни жлези;б
Как влияе консумацията на алкохол върху плода?;а. повишава подвижността му;б. усилва растежа му;в. води до развитие на мозъка;г. води до увреждане на мозъка;г
Кое от усложненията не е свързано с наднорменото тегло на бременната?;а. развитие на възпаление на матката;б. риск от спонтанен аборт;в. продължително раждане;г. риск от гестационен диабет;а
Как никотинът не повлиява плода по време на бременност?;а. намалява притока на кислород до него;б. може да доведе до преждевременно раждане;в. може да доведе до забавяне на растежа му;г. води до увеличаване на теглото на плода;г
На каква възраст обичайно настъпва социална зрялост?;а. на 10-12 години;б. на 15-16 години;в. на 21-25 години;г. след 35 години;в
Най-старият метод за контрацепция е:;а. използването на презерватив;б. прекъсването на половия акт;в. употребата на противозачатъчни медикаменти;г. поставянето на вътрематочни спирали;б
Кой от посочените методи за контрацепция не е механичен?;а. използване на презерватив;б. използване на вътрематочна спирала;в. използване на хормонални препарати;г. използване на диафрагма;в
Кое от следните заболявания не се предава по полов път?;а. аднексит;б. сифилис;в. спин;г. Хепатит;а
Как вътрематочните спирали предпазват от бременност?;а. спират преминаването на сперматозоидите от влагалището в матката;б. създават алкална среда във влагалището;в. прекъсват маточните тръби;г. пречат на вгнездяването на зародиша в лигавицата на матката;г
Как действат контрацептивните кремове?;а. намаляват подвижността на сперматозоидите или ги унищожават;б. намаляват подвижността на яйцеклетките;в. намаляват производството на сперматозоиди в тестисите;г. нарушават движението на сперматозоидите през семеотводните каналчета;а
Кое от следните не е вярно за хормоналните контрацептиви?;а. потискат овулацията;б. затрудняват проникването на сперматозоидите в матката;в. намаляват подвижността на сперматозоидите;г. предотвратяват вгнездяването на зародиша В лигавицата на матката;в
Контрацепция се нарича:;а. предпазването от болести, предавани по полов път;б. предпазването от инфекциозни болести;в. предпазването от нежелана бременност;г. използването на хормонални препарати за лечение на нарушения в менструалния цикъл;в
Коя от изброените фази на развитие е специфична за сперматогенезата и липсва при овогенезата?;а. фаза на размножаване;б. фаза на зреене;в. фаза на формиране;г. фаза на нарастване;в
За целия детероден период на жената до пълно узряване достигат около:;а. 2000 - 2500 яйцеклетки;б. 400 - 450 яйцеклетки;в. 20 - 30 яйцеклетки;г. 40000 - 60000 яйцеклетки;б
Къде се осъществява оплождането при човека?;а. матка;б. маточна тръба;в. влагалище;г. Яйчник;б
Гиногенезата и андрогенезата са варианти на:;а. хистогенезата;б. партеногенезата;в. филогенезата;г. соматичната ембриогенеза;б
Какъв хромозомен набор притежават гаметите?;а. диплоиден;б. триплоиден;в. хаплоиден;г. Тетраплоиден;в
В края на овогенезата от една родоначална клетка се получават:;а. 1 яйцеклетка;б. 2 яйцеклетки;в. 4 яйцеклетки;г. 3 яйцеклетки;а
Разположението на тестиса извън коремната кухина при бозайниците е благоприятно за сперматогенезата, защото:;а. се улеснява еякулацията;б. се подобрява кръвообращението;в. предпазва от травми;г. температурата е по-ниска;г
Овогенезата започва:;а. през ембрионалното развитие на плода;б. в началото на пубертета;в. в края на пубертета;г. с раждането;а
Образуването на мъжки полови клетки се нарича:;а. овогенеза;б. гаметогенеза;в. сперматогенеза;г. партеногенеза;в
Зиготата се дели:;а. митотично;б. редукционно;в. мейотично;г. амитотично;а
Партеногенезата:;а. е закономерно явление при някои бозайници;б. води до удвояване на генетичен материал;в. буквално означава девствено размножаване;г. води до загуба на генетичен материал;в
Акрозомната реакция:;а. удължава живота на яйцеклетката;б. увеличава скоростта на сперматозоида;в. улеснява проникването на сперматозоида в яйцеклетката;г. осигурява благоприятна среда за оплождането;в
В края на сперматогенезата от една родоначална клетка се получават:;а. 2 сперматозоида;б. 4 сперматозоида;в. 8 сперматозоида;г. 3 сперматозоида;б
При човека отделянето на зряла яйцеклетка от яйчника се нарича:;а. овулация;б. еякулация;в. менструация;г. овогенеза;а
Основното предимство на половото размножаване спрямо безполовото е:;а. по-бързо възпроизводство;б. по-голямо потомство;в. по-успешно приспособяване към променящи се условия на средата;г. по-успешно приспособяване към постоянни условия на средата;в
Сперматогенезата започва:;а. в началото на пубертета;б. в края на пубертета;в. с раждането;г. през ембрионалното развитие;а
Каква форма има човешката яйцеклетка?;а. сферична;б. звездовидна;в. вретеновидна;г. неправилна;а
При човека полът се определя;а. преди оплождането;б. след оплождането;в. преди и след оплождането;г. по време на оплождането;г
Кое от следните твърдения за оплождането е грешно?;а. яйцеклетката се атакува от голям брой сперматозоиди;б. акрозомната реакция предотвратява навлизането на втори сперматозоид в яйцеклетката;в. може да бъде външно и вътрешно;г. с навлизането си в яйцеклетката сперматозоидът стимулира до узряването ѝ;б
Акрозомата на сперматозоида се намира в:;а. ядрото;б. опашката;в. шийката;г. главичката;г
Ако сперматозоид съдържа 8 хромозоми, той идва от организъм, който има:;а. 4 хромозоми;б. 8 хромозоми;в. 16 хромозоми;г. 24 хромозоми;в
Полярни телца се образуват при процеса:;а. овогенеза;б. сперматогенеза;в. партеногенеза;г. соматична ембриогенеза;а
